QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
,,,,,,,,,,WR,Jordy Nelson (11746761),Jordy Nelson,11746761,WR/FLEX,4200,PIT@OAK 12/09/2018 04:25PM ET,OAK,9.34
,,,,,,,,,,QB,Brett Hundley (11746602),Brett Hundley,11746602,QB,4200,MIN@SEA 12/10/2018 08:15PM ET,SEA,0
,,,,,,,,,,RB,Wayne Gallman Jr. (11746743),Wayne Gallman Jr.,11746743,RB/FLEX,4100,NYG@WAS 12/09/2018 01:00PM ET,NYG,2.54
,,,,,,,,,,WR,Kenny Stills (11746714),Kenny Stills,11746714,WR/FLEX,4100,NE@MIA 12/09/2018 01:00PM ET,MIA,8.72
,,,,,,,,,,WR,Demaryius Thomas (11745902),Demaryius Thomas,11745902,WR/FLEX,4100,IND@HOU 12/09/2018 01:00PM ET,HOU,11.02
,,,,,,,,,,RB,Jalen Richard (11745940),Jalen Richard,11745940,RB/FLEX,4100,PIT@OAK 12/09/2018 04:25PM ET,OAK,10.35
,,,,,,,,,,WR,David Moore (11745949),David Moore,11745949,WR/FLEX,4100,MIN@SEA 12/10/2018 08:15PM ET,SEA,8.07
,,,,,,,,,,RB,T.J. Yeldon (11745813),T.J. Yeldon,11745813,RB/FLEX,4000,JAX@TEN 12/06/2018 08:20PM ET,JAX,14.11
,,,,,,,,,,QB,Derek Anderson (11746075),Derek Anderson,11746075,QB,4000,NYJ@BUF 12/09/2018 01:00PM ET,BUF,6.25
,,,,,,,,,,QB,Davis Webb (11746095),Davis Webb,11746095,QB,4000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,0
,,,,,,,,,,WR,Trey Quinn (11745966),Trey Quinn,11745966,WR/FLEX,4000,NYG@WAS 12/09/2018 01:00PM ET,WAS,7.5
,,,,,,,,,,QB,Kyle Lauletta (11746110),Kyle Lauletta,11746110,QB,4000,NYG@WAS 12/09/2018 01:00PM ET,NYG,0
,,,,,,,,,,QB,Alex Tanney (11746111),Alex Tanney,11746111,QB,4000,NYG@WAS 12/09/2018 01:00PM ET,NYG,0
,,,,,,,,,,QB,Mark Sanchez (11746128),Mark Sanchez,11746128,QB,4000,NYG@WAS 12/09/2018 01:00PM ET,WAS,3.8
,,,,,,,,,,WR,Jamison Crowder (11746139),Jamison Crowder,11746139,WR/FLEX,4000,NYG@WAS 12/09/2018 01:00PM ET,WAS,8.6
,,,,,,,,,,QB,Taysom Hill (11746150),Taysom Hill,11746150,QB,4000,NO@TB 12/09/2018 01:00PM ET,NO,2.26
,,,,,,,,,,QB,Ryan Griffin (11746171),Ryan Griffin,11746171,QB,4000,NO@TB 12/09/2018 01:00PM ET,TB,0
,,,,,,,,,,WR,Danny Amendola (11745977),Danny Amendola,11745977,WR/FLEX,4000,NE@MIA 12/09/2018 01:00PM ET,MIA,9.64
,,,,,,,,,,QB,David Fales (11746186),David Fales,11746186,QB,4000,NE@MIA 12/09/2018 01:00PM ET,MIA,0
,,,,,,,,,,RB,Ty Montgomery (11746733),Ty Montgomery,11746733,RB/FLEX,4000,BAL@KC 12/09/2018 01:00PM ET,BAL,6.79
,,,,,,,,,,QB,Joe Webb III (11746264),Joe Webb III,11746264,QB,4000,IND@HOU 12/09/2018 01:00PM ET,HOU,0
,,,,,,,,,,QB,Tyler Bray (11746295),Tyler Bray,11746295,QB,4000,LAR@CHI 12/09/2018 08:20PM ET,CHI,0
,,,,,,,,,,QB,Drew Stanton (11746328),Drew Stanton,11746328,QB,4000,CAR@CLE 12/09/2018 01:00PM ET,CLE,0
,,,,,,,,,,QB,Taylor Heinicke (11746339),Taylor Heinicke,11746339,QB,4000,CAR@CLE 12/09/2018 01:00PM ET,CAR,0.08
,,,,,,,,,,WR,Curtis Samuel (11746650),Curtis Samuel,11746650,WR/FLEX,4000,CAR@CLE 12/09/2018 01:00PM ET,CAR,10.67
,,,,,,,,,,QB,Matt Schaub (11745829),Matt Schaub,11745829,QB,4000,ATL@GB 12/09/2018 01:00PM ET,ATL,0.55
,,,,,,,,,,QB,Tim Boyle (11746377),Tim Boyle,11746377,QB,4000,ATL@GB 12/09/2018 01:00PM ET,GB,0
,,,,,,,,,,QB,Kevin Hogan (11746393),Kevin Hogan,11746393,QB,4000,DEN@SF 12/09/2018 04:05PM ET,DEN,0
,,,,,,,,,,QB,Jimmy Garoppolo (11746408),Jimmy Garoppolo,11746408,QB,4000,DEN@SF 12/09/2018 04:05PM ET,SF,17.01
,,,,,,,,,,QB,Tom Savage (11746419),Tom Savage,11746419,QB,4000,CIN@LAC 12/09/2018 04:05PM ET,CIN,0
,,,,,,,,,,RB,Giovani Bernard (11746420),Giovani Bernard,11746420,RB/FLEX,4000,CIN@LAC 12/09/2018 04:05PM ET,CIN,10.15
,,,,,,,,,,QB,Mike White (11746462),Mike White,11746462,QB,4000,PHI@DAL 12/09/2018 04:25PM ET,DAL,0
,,,,,,,,,,RB,Rod Smith (11746463),Rod Smith,11746463,RB/FLEX,4000,PHI@DAL 12/09/2018 04:25PM ET,DAL,1.15
,,,,,,,,,,QB,Nate Sudfeld (11746486),Nate Sudfeld,11746486,QB,4000,PHI@DAL 12/09/2018 04:25PM ET,PHI,0
,,,,,,,,,,QB,Matt Cassel (11745835),Matt Cassel,11745835,QB,4000,DET@ARI 12/09/2018 04:25PM ET,DET,-0.54
,,,,,,,,,,QB,Kyle Sloter (11746579),Kyle Sloter,11746579,QB,4000,MIN@SEA 12/10/2018 08:15PM ET,MIN,0
,,,,,,,,,,RB,Rashaad Penny (11746765),Rashaad Penny,11746765,RB/FLEX,4000,MIN@SEA 12/10/2018 08:15PM ET,SEA,5.7
,,,,,,,,,,WR,Dede Westbrook (11745789),Dede Westbrook,11745789,WR/FLEX,3900,JAX@TEN 12/06/2018 08:20PM ET,JAX,11.18
,,,,,,,,,,WR,Taylor Gabriel (11745852),Taylor Gabriel,11745852,WR/FLEX,3900,LAR@CHI 12/09/2018 08:20PM ET,CHI,10.89
,,,,,,,,,,RB,Jordan Howard (11745991),Jordan Howard,11745991,RB/FLEX,3900,LAR@CHI 12/09/2018 08:20PM ET,CHI,9.65
,,,,,,,,,,TE,David Njoku (11745827),David Njoku,11745827,TE/FLEX,3900,CAR@CLE 12/09/2018 01:00PM ET,CLE,8.82
,,,,,,,,,,WR,Antonio Callaway (11745915),Antonio Callaway,11745915,WR/FLEX,3900,CAR@CLE 12/09/2018 01:00PM ET,CLE,8.32
,,,,,,,,,,WR,Mike Williams (11746654),Mike Williams,11746654,WR/FLEX,3900,CIN@LAC 12/09/2018 04:05PM ET,LAC,9.81
,,,,,,,,,,RB,LeGarrette Blount (11746511),LeGarrette Blount,11746511,RB/FLEX,3900,DET@ARI 12/09/2018 04:25PM ET,DET,6.22
,,,,,,,,,,WR,Donte Moncrief (11745782),Donte Moncrief,11745782,WR/FLEX,3800,JAX@TEN 12/06/2018 08:20PM ET,JAX,9.39
,,,,,,,,,,WR,Chris Conley (11746233),Chris Conley,11746233,WR/FLEX,3800,BAL@KC 12/09/2018 01:00PM ET,KC,6.57
,,,,,,,,,,RB,John Kelly (11746314),John Kelly,11746314,RB/FLEX,3800,LAR@CHI 12/09/2018 08:20PM ET,LAR,0
,,,,,,,,,,RB,Malcolm Brown (11746316),Malcolm Brown,11746316,RB/FLEX,3800,LAR@CHI 12/09/2018 08:20PM ET,LAR,3.28
,,,,,,,,,,RB,Jeff Wilson Jr. (11746782),Jeff Wilson Jr.,11746782,RB/FLEX,3800,DEN@SF 12/09/2018 04:05PM ET,SF,12.75
,,,,,,,,,,WR,John Ross (11746020),John Ross,11746020,WR/FLEX,3800,CIN@LAC 12/09/2018 04:05PM ET,CIN,7.2
,,,,,,,,,,RB,Justin Jackson (11746697),Justin Jackson,11746697,RB/FLEX,3800,CIN@LAC 12/09/2018 04:05PM ET,LAC,2.83
,,,,,,,,,,RB,Chase Edmonds (11746523),Chase Edmonds,11746523,RB/FLEX,3800,DET@ARI 12/09/2018 04:25PM ET,ARI,4.03
,,,,,,,,,,WR,Bruce Ellington (11746724),Bruce Ellington,11746724,WR/FLEX,3800,DET@ARI 12/09/2018 04:25PM ET,DET,8.98
,,,,,,,,,,TE,Vance McDonald (11746666),Vance McDonald,11746666,TE/FLEX,3800,PIT@OAK 12/09/2018 04:25PM ET,PIT,9.74
,,,,,,,,,,RB,Mike Davis (11746603),Mike Davis,11746603,RB/FLEX,3800,MIN@SEA 12/10/2018 08:15PM ET,SEA,9.36
,,,,,,,,,,WR,Quincy Enunwa (11745815),Quincy Enunwa,11745815,WR/FLEX,3700,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,8.27
,,,,,,,,,,TE,Evan Engram (11745963),Evan Engram,11745963,TE/FLEX,3700,NYG@WAS 12/09/2018 01:00PM ET,NYG,8.81
,,,,,,,,,,RB,Kapri Bibbs (11746129),Kapri Bibbs,11746129,RB/FLEX,3700,NYG@WAS 12/09/2018 01:00PM ET,WAS,5.73
,,,,,,,,,,WR,Willie Snead IV (11745847),Willie Snead IV,11745847,WR/FLEX,3700,BAL@KC 12/09/2018 01:00PM ET,BAL,9.08
,,,,,,,,,,WR,Dontrelle Inman (11745986),Dontrelle Inman,11745986,WR/FLEX,3700,IND@HOU 12/09/2018 01:00PM ET,IND,7.18
,,,,,,,,,,RB,Duke Johnson Jr. (11745784),Duke Johnson Jr.,11745784,RB/FLEX,3700,CAR@CLE 12/09/2018 01:00PM ET,CLE,8.94
,,,,,,,,,,WR,Pierre Garcon (11745927),Pierre Garcon,11745927,WR/FLEX,3700,DEN@SF 12/09/2018 04:05PM ET,SF,7.32
,,,,,,,,,,WR,Cole Beasley (11745932),Cole Beasley,11745932,WR/FLEX,3700,PHI@DAL 12/09/2018 04:25PM ET,DAL,9.15
,,,,,,,,,,WR,Michael Gallup (11746702),Michael Gallup,11746702,WR/FLEX,3700,PHI@DAL 12/09/2018 04:25PM ET,DAL,5.58
,,,,,,,,,,WR,Marcell Ateman (11746662),Marcell Ateman,11746662,WR/FLEX,3700,PIT@OAK 12/09/2018 04:25PM ET,OAK,7.73
,,,,,,,,,,RB,Jaylen Samuels (11746709),Jaylen Samuels,11746709,RB/FLEX,3700,PIT@OAK 12/09/2018 04:25PM ET,PIT,2.75
,,,,,,,,,,RB,Latavius Murray (11746580),Latavius Murray,11746580,RB/FLEX,3700,MIN@SEA 12/10/2018 08:15PM ET,MIN,9.59
,,,,,,,,,,RB,Derrick Henry (11745870),Derrick Henry,11745870,RB/FLEX,3600,JAX@TEN 12/06/2018 08:20PM ET,TEN,8.04
,,,,,,,,,,WR,Jermaine Kearse (11745817),Jermaine Kearse,11745817,WR/FLEX,3600,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,5.97
,,,,,,,,,,RB,Isaiah Crowell (11745876),Isaiah Crowell,11745876,RB/FLEX,3600,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,12.08
,,,,,,,,,,WR,Robby Anderson (11746629),Robby Anderson,11746629,WR/FLEX,3600,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,8.68
,,,,,,,,,,RB,Peyton Barber (11745972),Peyton Barber,11745972,RB/FLEX,3600,NO@TB 12/09/2018 01:00PM ET,TB,9.63
,,,,,,,,,,WR,Rashard Higgins (11746686),Rashard Higgins,11746686,WR/FLEX,3600,CAR@CLE 12/09/2018 01:00PM ET,CLE,8.97
,,,,,,,,,,DST,Broncos  (11746789),Broncos ,11746789,DST,3600,DEN@SF 12/09/2018 04:05PM ET,DEN,9
,,,,,,,,,,WR,Nelson Agholor (11746495),Nelson Agholor,11746495,WR/FLEX,3600,PHI@DAL 12/09/2018 04:25PM ET,PHI,9.42
,,,,,,,,,,WR,Ryan Switzer (11746664),Ryan Switzer,11746664,WR/FLEX,3600,PIT@OAK 12/09/2018 04:25PM ET,PIT,4.92
,,,,,,,,,,WR,D.J. Chark Jr. (11746061),D.J. Chark Jr.,11746061,WR/FLEX,3500,JAX@TEN 12/06/2018 08:20PM ET,JAX,3.04
,,,,,,,,,,TE,Cameron Brate (11745886),Cameron Brate,11745886,TE/FLEX,3500,NO@TB 12/09/2018 01:00PM ET,TB,5.68
,,,,,,,,,,WR,Keith Kirkwood (11746636),Keith Kirkwood,11746636,WR/FLEX,3500,NO@TB 12/09/2018 01:00PM ET,NO,7.58
,,,,,,,,,,RB,Alfred Blue (11746265),Alfred Blue,11746265,RB/FLEX,3500,IND@HOU 12/09/2018 01:00PM ET,HOU,6.11
,,,,,,,,,,RB,Jamaal Williams (11746378),Jamaal Williams,11746378,RB/FLEX,3500,ATL@GB 12/09/2018 01:00PM ET,GB,5.03
,,,,,,,,,,RB,Royce Freeman (11746008),Royce Freeman,11746008,RB/FLEX,3500,DEN@SF 12/09/2018 04:05PM ET,DEN,7.65
,,,,,,,,,,TE,C.J. Uzomah (11746652),C.J. Uzomah,11746652,TE/FLEX,3500,CIN@LAC 12/09/2018 04:05PM ET,CIN,6.5
,,,,,,,,,,WR,Cody Core (11746759),Cody Core,11746759,WR/FLEX,3500,CIN@LAC 12/09/2018 04:05PM ET,CIN,2.14
,,,,,,,,,,DST,Chargers  (11746797),Chargers ,11746797,DST,3500,CIN@LAC 12/09/2018 04:05PM ET,LAC,6.75
,,,,,,,,,,WR,Seth Roberts (11745807),Seth Roberts,11745807,WR/FLEX,3500,PIT@OAK 12/09/2018 04:25PM ET,OAK,7.04
,,,,,,,,,,TE,Kyle Rudolph (11746035),Kyle Rudolph,11746035,TE/FLEX,3500,MIN@SEA 12/10/2018 08:15PM ET,MIN,8.69
,,,,,,,,,,WR,Taywan Taylor (11746621),Taywan Taylor,11746621,WR/FLEX,3400,JAX@TEN 12/06/2018 08:20PM ET,TEN,7.09
,,,,,,,,,,RB,Elijah McGuire (11745878),Elijah McGuire,11745878,RB/FLEX,3400,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,6.12
,,,,,,,,,,WR,Kelvin Benjamin (11746078),Kelvin Benjamin,11746078,WR/FLEX,3400,NYJ@BUF 12/09/2018 01:00PM ET,BUF,5.37
,,,,,,,,,,WR,Isaiah McKenzie (11746672),Isaiah McKenzie,11746672,WR/FLEX,3400,NYJ@BUF 12/09/2018 01:00PM ET,BUF,5.78
,,,,,,,,,,WR,Maurice Harris (11745839),Maurice Harris,11745839,WR/FLEX,3400,NYG@WAS 12/09/2018 01:00PM ET,WAS,6.01
,,,,,,,,,,WR,Chris Hogan (11745980),Chris Hogan,11745980,WR/FLEX,3400,NE@MIA 12/09/2018 01:00PM ET,NE,6.58
,,,,,,,,,,RB,Rex Burkhead (11746641),Rex Burkhead,11746641,RB/FLEX,3400,NE@MIA 12/09/2018 01:00PM ET,NE,5.2
,,,,,,,,,,TE,Trey Burton (11745825),Trey Burton,11745825,TE/FLEX,3400,LAR@CHI 12/09/2018 08:20PM ET,CHI,9.75
,,,,,,,,,,RB,Ito Smith (11746356),Ito Smith,11746356,RB/FLEX,3400,ATL@GB 12/09/2018 01:00PM ET,ATL,6.78
,,,,,,,,,,WR,Kendrick Bourne (11745929),Kendrick Bourne,11745929,WR/FLEX,3400,DEN@SF 12/09/2018 04:05PM ET,SF,6.56
,,,,,,,,,,RB,Devontae Booker (11746394),Devontae Booker,11746394,RB/FLEX,3400,DEN@SF 12/09/2018 04:05PM ET,DEN,5.53
,,,,,,,,,,WR,Tajae Sharpe (11745872),Tajae Sharpe,11745872,WR/FLEX,3300,JAX@TEN 12/06/2018 08:20PM ET,TEN,6.05
,,,,,,,,,,RB,Chris Ivory (11745958),Chris Ivory,11745958,RB/FLEX,3300,NYJ@BUF 12/09/2018 01:00PM ET,BUF,5.79
,,,,,,,,,,WR,Robert Foster (11746080),Robert Foster,11746080,WR/FLEX,3300,NYJ@BUF 12/09/2018 01:00PM ET,BUF,4.73
,,,,,,,,,,WR,Brandon Marshall (11746159),Brandon Marshall,11746159,WR/FLEX,3300,NO@TB 12/09/2018 01:00PM ET,NO,4.37
,,,,,,,,,,RB,Frank Gore (11745888),Frank Gore,11745888,RB/FLEX,3300,NE@MIA 12/09/2018 01:00PM ET,MIA,7.63
,,,,,,,,,,WR,Cordarrelle Patterson (11746212),Cordarrelle Patterson,11746212,WR/FLEX,3300,NE@MIA 12/09/2018 01:00PM ET,NE,5.96
,,,,,,,,,,RB,D'Onta Foreman (11745900),D'Onta Foreman,11745900,RB/FLEX,3300,IND@HOU 12/09/2018 01:00PM ET,HOU,0
,,,,,,,,,,RB,Jordan Wilkins (11746279),Jordan Wilkins,11746279,RB/FLEX,3300,IND@HOU 12/09/2018 01:00PM ET,IND,4.77
,,,,,,,,,,RB,Dontrell Hilliard (11746720),Dontrell Hilliard,11746720,RB/FLEX,3300,CAR@CLE 12/09/2018 01:00PM ET,CLE,1.71
,,,,,,,,,,RB,Darren Sproles (11746023),Darren Sproles,11746023,RB/FLEX,3300,PHI@DAL 12/09/2018 04:25PM ET,PHI,7.7
,,,,,,,,,,RB,Corey Clement (11746487),Corey Clement,11746487,RB/FLEX,3300,PHI@DAL 12/09/2018 04:25PM ET,PHI,8.15
,,,,,,,,,,RB,Stevan Ridley (11746030),Stevan Ridley,11746030,RB/FLEX,3300,PIT@OAK 12/09/2018 04:25PM ET,PIT,1.34
,,,,,,,,,,TE,Jesse James (11746575),Jesse James,11746575,TE/FLEX,3300,PIT@OAK 12/09/2018 04:25PM ET,PIT,6.72
,,,,,,,,,,RB,Carlos Hyde (11745953),Carlos Hyde,11745953,RB/FLEX,3200,JAX@TEN 12/06/2018 08:20PM ET,JAX,8.19
,,,,,,,,,,DST,Bills  (11746711),Bills ,11746711,DST,3200,NYJ@BUF 12/09/2018 01:00PM ET,BUF,6.33
,,,,,,,,,,WR,Russell Shepard (11746675),Russell Shepard,11746675,WR/FLEX,3200,NYG@WAS 12/09/2018 01:00PM ET,NYG,2.79
,,,,,,,,,,RB,Jacquizz Rodgers (11746172),Jacquizz Rodgers,11746172,RB/FLEX,3200,NO@TB 12/09/2018 01:00PM ET,TB,4.69
,,,,,,,,,,RB,Kenneth Dixon (11746679),Kenneth Dixon,11746679,RB/FLEX,3200,BAL@KC 12/09/2018 01:00PM ET,BAL,7.85
,,,,,,,,,,WR,Ryan Grant (11746283),Ryan Grant,11746283,WR/FLEX,3200,IND@HOU 12/09/2018 01:00PM ET,IND,6.54
,,,,,,,,,,WR,DeAndre Carter (11746681),DeAndre Carter,11746681,WR/FLEX,3200,IND@HOU 12/09/2018 01:00PM ET,HOU,1.57
,,,,,,,,,,WR,Torrey Smith (11745917),Torrey Smith,11745917,WR/FLEX,3200,CAR@CLE 12/09/2018 01:00PM ET,CAR,5.89
,,,,,,,,,,RB,Alfred Morris (11746013),Alfred Morris,11746013,RB/FLEX,3200,DEN@SF 12/09/2018 04:05PM ET,SF,4.89
,,,,,,,,,,WR,Aldrick Robinson (11746588),Aldrick Robinson,11746588,WR/FLEX,3200,MIN@SEA 12/10/2018 08:15PM ET,MIN,5.77
,,,,,,,,,,TE,Jonnu Smith (11745874),Jonnu Smith,11745874,TE/FLEX,3100,JAX@TEN 12/06/2018 08:20PM ET,TEN,5.32
,,,,,,,,,,RB,Trenton Cannon (11746627),Trenton Cannon,11746627,RB/FLEX,3100,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,2.57
,,,,,,,,,,RB,Ronald Jones II (11746174),Ronald Jones II,11746174,RB/FLEX,3100,NO@TB 12/09/2018 01:00PM ET,TB,3.96
,,,,,,,,,,WR,Equanimeous St. Brown (11745925),Equanimeous St. Brown,11745925,WR/FLEX,3100,ATL@GB 12/09/2018 01:00PM ET,GB,3.89
,,,,,,,,,,WR,Trent Taylor (11746017),Trent Taylor,11746017,WR/FLEX,3100,DEN@SF 12/09/2018 04:05PM ET,SF,4.21
,,,,,,,,,,WR,Laquon Treadwell (11746033),Laquon Treadwell,11746033,WR/FLEX,3100,MIN@SEA 12/10/2018 08:15PM ET,MIN,5.41
,,,,,,,,,,RB,Dalyn Dawkins (11746037),Dalyn Dawkins,11746037,RB/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,TEN,0
,,,,,,,,,,RB,David Fluellen (11746039),David Fluellen,11746039,RB/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,TEN,0.23
,,,,,,,,,,WR,Michael Campanaro (11746041),Michael Campanaro,11746041,WR/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,TEN,0
,,,,,,,,,,WR,Cameron Batson (11746043),Cameron Batson,11746043,WR/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,TEN,2.33
,,,,,,,,,,WR,Darius Jennings (11746045),Darius Jennings,11746045,WR/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,TEN,1.44
,,,,,,,,,,RB,Tommy Bohanon (11746055),Tommy Bohanon,11746055,RB/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,JAX,0.7
,,,,,,,,,,RB,David Williams (11746057),David Williams,11746057,RB/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,JAX,0.07
,,,,,,,,,,RB,Corey Grant (11746059),Corey Grant,11746059,RB/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,JAX,3.94
,,,,,,,,,,WR,Keelan Cole (11746063),Keelan Cole,11746063,WR/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,JAX,6.42
,,,,,,,,,,WR,Rashad Greene Sr. (11746065),Rashad Greene Sr.,11746065,WR/FLEX,3000,JAX@TEN 12/06/2018 08:20PM ET,JAX,0.96
,,,,,,,,,,TE,Chris Herndon (11745880),Chris Herndon,11745880,TE/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,6.71
,,,,,,,,,,RB,Marcus Murphy (11745960),Marcus Murphy,11745960,RB/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,BUF,3.59
,,,,,,,,,,RB,Patrick DiMarco (11746076),Patrick DiMarco,11746076,RB/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,BUF,0.77
,,,,,,,,,,WR,Ray-Ray McCloud III (11746082),Ray-Ray McCloud III,11746082,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,BUF,0.83
,,,,,,,,,,WR,Deonte Thompson (11746084),Deonte Thompson,11746084,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,BUF,2.86
,,,,,,,,,,WR,Andre Holmes (11746086),Andre Holmes,11746086,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,BUF,2.31
,,,,,,,,,,RB,Bilal Powell (11746096),Bilal Powell,11746096,RB/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,8.76
,,,,,,,,,,WR,Rishard Matthews (11746098),Rishard Matthews,11746098,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,0.68
,,,,,,,,,,WR,Charone Peake (11746100),Charone Peake,11746100,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,0.5
,,,,,,,,,,WR,Deontay Burnett (11746102),Deontay Burnett,11746102,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,4
,,,,,,,,,,WR,Andre Roberts (11746104),Andre Roberts,11746104,WR/FLEX,3000,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,1.29
,,,,,,,,,,RB,Elijhaa Penny (11746112),Elijhaa Penny,11746112,RB/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,NYG,0.75
,,,,,,,,,,RB,Jonathan Stewart (11746114),Jonathan Stewart,11746114,RB/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,NYG,0.57
,,,,,,,,,,WR,Cody Latimer (11746116),Cody Latimer,11746116,WR/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,NYG,4.2
,,,,,,,,,,WR,Jawill Davis (11746118),Jawill Davis,11746118,WR/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,NYG,1.18
,,,,,,,,,,WR,Corey Coleman (11746120),Corey Coleman,11746120,WR/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,NYG,1
,,,,,,,,,,WR,Bennie Fowler (11746122),Bennie Fowler,11746122,WR/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,NYG,3.22
,,,,,,,,,,RB,Rob Kelley (11746131),Rob Kelley,11746131,RB/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,WAS,0.4
,,,,,,,,,,RB,Byron Marshall (11746133),Byron Marshall,11746133,RB/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,WAS,0.25
,,,,,,,,,,RB,Samaje Perine (11746135),Samaje Perine,11746135,RB/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,WAS,1.5
,,,,,,,,,,WR,Michael Floyd (11746141),Michael Floyd,11746141,WR/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,WAS,1.24
,,,,,,,,,,WR,Jehu Chesson (11746143),Jehu Chesson,11746143,WR/FLEX,3000,NYG@WAS 12/09/2018 01:00PM ET,WAS,0
,,,,,,,,,,RB,Zach Line (11746153),Zach Line,11746153,RB/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,NO,1.04
,,,,,,,,,,RB,Dwayne Washington (11746155),Dwayne Washington,11746155,RB/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,NO,0.51
,,,,,,,,,,RB,Shane Vereen (11746157),Shane Vereen,11746157,RB/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,NO,0
,,,,,,,,,,WR,Ted Ginn Jr. (11746161),Ted Ginn Jr.,11746161,WR/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,NO,10.28
,,,,,,,,,,WR,Austin Carr (11746163),Austin Carr,11746163,WR/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,NO,2.56
,,,,,,,,,,WR,Tommylee Lewis (11746165),Tommylee Lewis,11746165,WR/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,NO,3.27
,,,,,,,,,,WR,Justin Watson (11746178),Justin Watson,11746178,WR/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,TB,0.17
,,,,,,,,,,WR,Bobo Wilson (11746800),Bobo Wilson,11746800,WR/FLEX,3000,NO@TB 12/09/2018 01:00PM ET,TB,0
,,,,,,,,,,RB,Brandon Bolden (11746187),Brandon Bolden,11746187,RB/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,0.08
,,,,,,,,,,RB,Senorise Perry (11746189),Senorise Perry,11746189,RB/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,0
,,,,,,,,,,RB,Kalen Ballage (11746191),Kalen Ballage,11746191,RB/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,0.99
,,,,,,,,,,WR,Albert Wilson (11746193),Albert Wilson,11746193,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,14.25
,,,,,,,,,,WR,Leonte Carroo (11746195),Leonte Carroo,11746195,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,3.76
,,,,,,,,,,WR,Brice Butler (11746197),Brice Butler,11746197,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,1.62
,,,,,,,,,,RB,James Develin (11746208),James Develin,11746208,RB/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,NE,2.64
,,,,,,,,,,WR,Cody Hollister (11746214),Cody Hollister,11746214,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,NE,0
,,,,,,,,,,WR,Braxton Berrios (11746216),Braxton Berrios,11746216,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,NE,0
,,,,,,,,,,WR,Phillip Dorsett (11746218),Phillip Dorsett,11746218,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,NE,5.38
